   1 	     5.6724 
   2 	    10.1581 
   3 	    15.1069 
   4 	    19.6850 
   5 	    24.5400 
   6 	    29.1202 
   7 	    33.9464 
   8 	    38.5729 
   9 	    43.3208 
  10 	    47.9316 
  11 	    52.7139 
  12 	    57.4046 
  13 	    62.1392 
  14 	    66.7491 
  15 	    71.5547 
  16 	    76.1642 
  17 	    80.9654 
  18 	    85.6213 
  19 	    90.2888 
  20 	    95.0022 
  21 	    99.7219 
  22 	   104.4047 
  23 	   109.1186 
  24 	   113.7481 
  25 	   118.4823 
  26 	   123.1853 
  27 	   127.9165 
  28 	   132.5694 
  29 	   137.2860 
  30 	   141.9677 
  31 	   146.6716 
  32 	   151.3722 
  33 	   156.1326 
  34 	   160.7756 
  35 	   165.5124 
  36 	   170.1502 
  37 	   174.9035 
  38 	   179.5531 
  39 	   184.2708 
  40 	   188.8858 
  41 	   193.6882 
  42 	   198.4185 
  43 	   203.0508 
  44 	   207.6702 
  45 	   212.4244 
  46 	   217.0186 
  47 	   221.8080 
  48 	   226.5025 
  49 	   231.3029 
