   1 	     4.6453 
   2 	     9.3838 
   3 	    14.0571 
   4 	    18.6509 
   5 	    23.3627 
   6 	    28.1543 
   7 	    32.8104 
   8 	    37.5567 
   9 	    42.1825 
  10 	    46.9657 
  11 	    51.5823 
  12 	    56.3819 
  13 	    61.0369 
  14 	    65.7703 
  15 	    70.3808 
  16 	    75.0574 
  17 	    79.7565 
  18 	    84.4816 
  19 	    89.2138 
  20 	    93.9010 
  21 	    98.5647 
  22 	   103.2595 
  23 	   108.0059 
  24 	   112.6811 
  25 	   117.3804 
  26 	   122.1325 
  27 	   126.7654 
  28 	   131.4640 
  29 	   136.1888 
  30 	   140.9162 
  31 	   145.5303 
  32 	   150.3368 
  33 	   154.8802 
  34 	   159.6466 
  35 	   164.3576 
  36 	   169.0823 
  37 	   173.7197 
  38 	   178.4713 
  39 	   183.1938 
  40 	   187.8932 
  41 	   192.5623 
  42 	   197.2320 
  43 	   201.9134 
  44 	   206.7120 
  45 	   211.3040 
  46 	   215.9951 
  47 	   220.6629 
  48 	   225.4768 
  49 	   230.1607 
